y, XGB, SVM, RF, NB, LR, AlexNet, GoogLeNet, ShuffleNet, ViT, ResNet34, ResNet50, ResNet101, MobileNetV2, MobileNetV3_l, MobileNetV3_s, MobileViT_s, MobileViT_x_s, MobileViT_xx_s
1.000000000000000000e+00,8.995686657726764679e-03,8.696550219682177563e-01,4.099999999999999756e-01,9.999998695069592936e-01,9.990690271728772665e-01,9.999996423721313477e-01,9.949669241905212402e-01,9.984120130538940430e-01,8.997151851654052734e-01,9.975396394729614258e-01,8.750557303428649902e-01,1.021438017487525940e-01,9.989174604415893555e-01,3.523000776767730713e-01,3.849424123764038086e-01,2.130257040262222290e-01,5.388532951474189758e-02,9.849827885627746582e-01
1.000000000000000000e+00,3.595687448978424072e-01,7.474137457071597934e-01,6.899999999999999467e-01,9.999928522759884419e-01,9.919518017954527256e-01,9.011433124542236328e-01,2.737304270267486572e-01,1.000323239713907242e-02,4.848580658435821533e-01,2.497282403055578470e-04,3.033589571714401245e-03,3.760290518403053284e-02,1.611219922779127955e-04,8.169293869286775589e-05,2.529954537749290466e-03,9.639666080474853516e-01,9.898014664649963379e-01,6.296104788780212402e-01
1.000000000000000000e+00,8.046492338180541992e-01,9.384760108850681570e-01,6.099999999999999867e-01,1.000000000000000000e+00,9.999980575989990683e-01,9.999994039535522461e-01,9.985597729682922363e-01,9.999324083328247070e-01,6.789187192916870117e-01,9.995927214622497559e-01,8.715414404869079590e-01,9.002489447593688965e-01,9.013065695762634277e-01,9.999878406524658203e-01,9.975926280021667480e-01,9.993793964385986328e-01,9.362947940826416016e-01,8.222190737724304199e-01
1.000000000000000000e+00,9.646161794662475586e-01,9.604596508353799855e-01,8.299999999999999600e-01,3.741325966933509515e-09,9.999999110509324440e-01,9.399718046188354492e-01,8.958603739738464355e-01,9.998524188995361328e-01,9.291076064109802246e-01,9.998295307159423828e-01,9.050656557083129883e-01,9.071632027626037598e-01,9.994173049926757812e-01,9.999984502792358398e-01,9.999489784240722656e-01,9.999346733093261719e-01,9.991585016250610352e-01,9.949318766593933105e-01
1.000000000000000000e+00,7.819733619689941406e-01,8.842684990194882300e-01,6.300000000000000044e-01,9.999999999995452526e-01,9.981985000819829645e-01,9.978764057159423828e-01,8.490889072418212891e-01,6.062114834785461426e-01,8.029256463050842285e-01,9.999955892562866211e-01,9.576502442359924316e-01,9.929848313331604004e-01,9.994358420372009277e-01,9.999930858612060547e-01,9.974223375320434570e-01,1.563593149185180664e-01,5.806541442871093750e-01,6.645530811510980129e-04
1.000000000000000000e+00,9.767441749572753906e-01,9.676940196240008119e-01,6.999999999999999556e-01,9.999999996429096427e-01,9.999999999964463981e-01,9.387065656483173370e-04,1.871566474437713623e-01,4.546013474464416504e-01,5.831919908523559570e-01,7.860684990882873535e-01,9.991729855537414551e-01,9.893811941146850586e-01,3.764248192310333252e-01,9.999737739562988281e-01,9.826327562332153320e-01,6.415101885795593262e-02,2.534801065921783447e-01,3.858498930931091309e-01
1.000000000000000000e+00,4.973664283752441406e-01,9.054554656461519802e-01,6.700000000000000400e-01,1.000000000000000000e+00,6.872200641434771801e-03,9.566025137901306152e-01,9.137868285179138184e-01,9.139626622200012207e-01,8.423286676406860352e-01,3.466328084468841553e-01,9.948956370353698730e-01,9.999890327453613281e-01,2.161709070205688477e-01,9.026586264371871948e-02,1.928167194128036499e-01,9.402641654014587402e-01,9.068170189857482910e-01,9.763486385345458984e-01
0.000000000000000000e+00,7.623611688613891602e-01,1.155818700204307853e-01,4.099999999999999756e-01,9.999999701470875246e-01,2.692226186135051617e-07,7.120499610900878906e-01,1.570639610290527344e-01,4.566240022541023791e-06,4.369756579399108887e-01,8.741515339352190495e-04,6.595748942345380783e-03,2.243996132165193558e-03,3.251432674005627632e-03,6.572539359331130981e-02,1.210445072501897812e-02,1.405455768108367920e-01,5.322278011590242386e-04,8.659795522689819336e-01
1.000000000000000000e+00,8.999725580215454102e-01,9.704546768891569863e-01,8.199999999999999512e-01,1.000000000000000000e+00,9.999998250151194146e-01,9.999997615814208984e-01,9.927605390548706055e-01,9.999866485595703125e-01,9.675626754760742188e-01,9.999960660934448242e-01,9.999997615814208984e-01,1.000000000000000000e+00,9.999961853027343750e-01,9.999743700027465820e-01,9.999946355819702148e-01,9.970377683639526367e-01,9.968531727790832520e-01,7.176962494850158691e-01
1.000000000000000000e+00,5.568476766347885132e-02,6.965138847327059235e-01,5.500000000000000444e-01,2.014546592334444820e-03,2.708549574102014218e-02,9.979535341262817383e-01,1.760381758213043213e-01,9.091146588325500488e-01,9.147970080375671387e-01,9.708413481712341309e-01,7.731823325157165527e-01,1.099315658211708069e-02,3.763447105884552002e-01,9.769619703292846680e-01,9.269024729728698730e-01,9.690967202186584473e-01,8.787558078765869141e-01,2.467285245656967163e-01
